lcd_id,text
37616,"Lab: Cystatin C Measurement History/Background and/or general information&nbsp;
Cystatin C is a low molecular weight protein produced by all nucleated cells in the body at a constant rate. Cystatin C is freely filtered by the renal glomerulus, completely reabsorbed by the proximal tubule, and then metabolized by the proximal tubule. It has been proposed and investigated as an improved marker of renal function and as a potential alternative to serum creatinine based estimated glomerular filtration rate (eGFR), as well as a biomarker for predicting cardiovascular risk.&nbsp;&nbsp;
Clinical assessment of kidney function is part of routine medical care for adults. GFR is the best overall index of kidney function. Normal GFR varies according to age, sex, and body size, and declines with age. Routinely, GFR is estimated from prediction equations which are based on endogenous serum markers like creatinine in addition to demographic variables such as age, sex and race. &nbsp;The National Kidney Foundation recommends using the Chronic Kidney Disease Epidemiology Collaboration (CKD-EPI) Creatinine Equation (2009) to estimate GFR.&nbsp;&nbsp;
Cystatin C is considered to be a potential alternative to serum creatinine for estimating GFR. GFR can be estimated (eGFR) from serum cystatin C utilizing an equation which includes the age and sex of the patient. Cystatin C eGFR may have advantages over creatinine eGFR in certain patient groups in whom muscle mass is abnormally high or low (e.g., individuals who are very elderly, malnourished, or have quadriplegia). Serum creatinine levels may also be influenced by diet (e.g., vegetarian or high protein diets) and medications that block distal tubule secretion of creatinine. Blood levels of cystatin C also equilibrate more quickly than creatinine. Therefore, serum cystatin C may be more accurate than serum creatinine when kidney function is rapidly changing (for example amongst hospitalized individuals).&nbsp;
Cystatin C levels have been reported to be abnormally elevated or decreased in some medical conditions (e.g., HIV disease and thyroid disease) and by some medications (e.g., corticosteroids). In clinical situations where confirmation of the eGFR by serum cystatin C is warranted, equations that combine serum cystatin C and serum creatinine provide a more precise eGFR than equations using serum cystatin C alone.&nbsp;
Estimation of GFR from serum creatinine remains the clinical standard worldwide.&nbsp;
Covered Indications&nbsp;
Cystatin C testing is medically reasonable and necessary when all of the following are met:

In adults with eGFRcreat 45&ndash;59 ml/min/1.73 m2 (chronic kidney disease (CKD) stage 3A mildly to moderately decreased GFR) who do not have markers of kidney damage; and
If confirmation is warranted

When GFR estimates based on serum creatinine are thought to be inaccurate; and
When decisions depend on a more accurate knowledge of the GFR, such as confirming a diagnosis of CKD, determining eligibility for kidney donation, or adjusting the dosage of toxic drugs that are excreted by the kidneys.



Limitations&nbsp;
The following are not reasonable and necessary and therefore will be denied:&nbsp;

Measurement of cystatin C to assess cardiovascular risk is considered investigational in the risk assessment and management of cardiovascular disease. Cystatin C is not covered according to Title XVIII of the Social Security Act, &sect;1861(xx)(1). Therefore, cystatin C measurement is considered not medically reasonable and necessary.&nbsp;
Based on the Kidney Disease Outcomes Quality Initiative (KDOQI&trade;) US Commentary on the 2012 Kidney Disease: Improving Global Outcomes (KDIGO) Clinical Practice Guideline for the Evaluation and Management of CKD, cystatin C testing is considered not medically reasonable and necessary for patients with following stages of CKD:

Stage 1 Kidney damage with normal or elevated GFR &gt; 90 ml/min/1.73 m2
Stage 2 Kidney damage with mild decrease in GFR 60-89 ml/min/1.73 m2&nbsp;
Stage 3B Moderately to Severely decreased GFR 30-44 ml/min/1.73 m2
Stage 4 Severely decreased GFR 15-29 ml/min/1.73 m2 
Stage 5 Kidney Failure GFR &lt; 15 ml/min/1.73 m2


 "
37620,"MDS FISH This policy provides coverage for indicated fluorescent in situ hybridization (FISH) probes for patients whose bone marrow examination is suggestive of myelodysplasia (MDS) and who have an inadequate cytogenetic assessment by conventional karyotyping. In general, conventional karyotype analysis is sufficient for confirmation for the diagnosis of MDS. MDS FISH studies should only be performed when there are fewer than 20 metaphases available for analysis, or an unresolved karyotype. Medicare will only cover up to 4 FISH studies (-7 or del(7q), -5 or del(5q), +8 and del(20q)) on initial evaluation to diagnose MDS. Reflex testing for additional FISH markers to diagnose MDS is only reasonable and necessary when the initial 4 studies are negative, or the diagnosis remains uncertain following the initial 4 probes.
Generally, FISH testing is not reasonable and necessary for diagnosing MDS and provides little if any additional information to conventional karyotyping. "
37628,In Vitro Chemosensitivity & Chemoresistance Assays This is a noncoverage policy for the chemosensitivity and chemoresistance assays (CSRAs).&nbsp; 
37632,"Spinal Cord Stimulators for Chronic Pain BackgroundThe implantation of spinal cord stimulators (SCS) may be covered as therapies for the relief of chronic intractable pain. SCS is best suited for neuropathic pain, but may have some limited value in other types of nociceptive severe, intractable pain. Therapy consists of a short trial with a percutaneous implantation of neurostimulator electrode(s) in the epidural space for assessing a patient&rsquo;s suitability for ongoing treatment with a permanent surgically implanted nerve stimulator. Performance and documentation of an effective trial is a prerequisite for permanent nerve stimulation.Selection of patients for implantation of SCS is critical to success of this therapy. SCS therapy should be considered as a late option after more conservative attempts, such as medications, physical therapy, psychological therapy or other modalities have been tried.Patients must have undergone careful screening, evaluation and diagnosis by a multidisciplinary team prior to implantation. (Such screening must include psychological, as well as, physical evaluation). Documentation of the history and careful screening must be available in the patient chart if requested.Many experts recommend that the temporary neurostimulator be placed in an Ambulatory Surgical Center (ASC) or outpatient hospital setting. However, the temporary neurostimulator trial can be done in an office setting if all the sterility, equipment, professional training and support personnel required for the proper surgery, and follow up of the patient are available. Permanent neurostimulators must be placed in an ASC or hospital. Physicians performing SCS trials in the office setting must have like privileges at a local hospital or ASC, or the providers must be subspecialty boarded in Pain Medicine by the American Board of Anesthesiology.It is preferable that physicians performing the SCS trial will also perform the permanent implant. If the physician implanting the trial neurostimulator does not or cannot implant the permanent neurostimulator, the patient should be informed of this in writing and given the name of the referral surgeon, who will implant the permanent neurostimulator(s). It is expected that accurate patient selection will lead to most patients going on to receive permanent implants.Only patients who experience a positive response to a trial should proceed to a permanent implantation. All trials which proceed to permanent implant must have adequate documentation in the chart to support that decision. A successful trial should be associated with at least a 50% reduction of target pain, or 50% reduction of analgesic medications, and show some element of functional improvement. (Patients with reflex sympathetic dystrophy may show lower levels of improvement, since it takes longer periods for improvement than the typical 1 to 2 week trial). Physician judgment and experience will also be taken into account. Physicians with a low trial to permanent implant ratio (less than 50%) may/can/will be subject to post-payment review and may be asked to submit documentation as to the patient selection criteria, the radiologic imaging demonstrating proper lead placement, and the medical necessity of the trials. Failure to provide this documentation will be cause for post-payment denial and recoupment of reimbursement. It is understood that all patients may not have a favorable result of the trial implant; but careful selection should find the most appropriate patients. "
37633,"Partial Hospitalization Programs Overview&nbsp;

Partial hospitalization programs (PHPs) are structured to provide intensive psychiatric care through active treatment that utilizes a combination of the clinically recognized items and services. The treatment program of a PHP closely resembles that of a highly structured, short-term hospital inpatient program. It is treatment at a level more intense than outpatient day treatment or psychosocial rehabilitation. Programs providing primarily social, recreational or diversionary activities are not considered partial hospitalization.
Partial hospitalization is active treatment that incorporates an individualized treatment plan which describes a coordination of services wrapped around the particular needs of the patient and includes a multidisciplinary team approach to patient care under the direction of a physician. The program reflects a high degree of structure and scheduling. According to current practice guidelines, the treatment goals should be measurable, functional, time-framed, medically necessary and directly related to the reason for admission.
Eligibility for Medicare coverage of a PHP comprise&nbsp;1 of&nbsp;2 groups:

Patients who are discharged from an inpatient hospital treatment program, and the PHP is in lieu of continued inpatient treatment. Where partial hospitalization is used to shorten an inpatient stay and transition the patient to a less intense level of care, there must be evidence of the need for the acute, intense, structured combination of services provided by a PHP.
Patients who in the absence of partial hospitalization would be at reasonable risk of requiring inpatient hospitalization.

Partial hospitalization services that make up a program of active treatment must be vigorous and proactive (as evidenced in the individual treatment plan and progress notes) as opposed to passive and custodial. Patients must also have the need for the active treatment provided by the program of services. It is the need for intensive, active treatment of his/her condition to maintain a functional level and to prevent relapse or hospitalization, which qualifies the patient to receive the services.
This program of services provides for the diagnosis and active, intensive treatment of the individual&rsquo;s serious psychiatric condition and in combination, are reasonably expected to improve or maintain the individual&rsquo;s condition and functional level and prevent relapse or hospitalization. A particular individual covered service (described below) as intervention, expected to maintain or improve the individual&rsquo;s condition and prevent relapse, may also be included within the plan of care (POC), but the overall intent of the partial program admission is to treat the serious presenting psychiatric symptoms. Continued treatment in order to maintain a stable psychiatric condition or functional level requires evidence that less intensive treatment options (e.g., intensive outpatient, psychosocial, day treatment, and/or other community supports) cannot provide the level of support necessary to maintain the patient and to prevent hospitalization.
Patients admitted to a PHP do not require 24 hour per day supervision as provided in an inpatient setting and must have an adequate support system to sustain/maintain themselves outside the PHP. Patients admitted to a PHP generally have an acute onset or decompensation of a covered Axis I mental disorder, as defined by the current edition of the Diagnostic and Statistical Manual (DSM)&nbsp;published by the American Psychiatric Association (APA)&nbsp;or listed in Chapter 5 of the most current edition of the International Classification of Diseases (ICD). The disorder severely interferes with multiple areas of daily life. The degree of impairment will be severe enough to require a multidisciplinary intensive, structured program, but not so limiting that patients cannot benefit from participating in an active treatment program. The treating physician must certify the need for the structured combination of services provided by the program. This active treatment is required to appropriately treat the patient&rsquo;s presenting psychiatric condition.

Covered ServicesItems and services that can be included as part of the structured, multimodal active treatment program include:&nbsp;

Individual or group psychotherapy with physicians, psychologists or other mental health professionals authorized or licensed by the State in which they practice (e.g., licensed clinical social workers, clinical nurse specialists, certified alcohol and drug counselors);
Occupational therapy (OT)&nbsp;requiring the skills of a qualified occupational therapist. OT, if required, must be a component of the physicians treatment plan for the individual;
Services of other staff (social workers, psychiatric nurses and others) trained to work with psychiatric patients;
Drugs and biologicals that cannot be self-administered and are furnished for therapeutic purposes;
Individualized activity therapies that are not primarily recreational or diversionary. These activities must be individualized and essential for the treatment of the patient&rsquo;s diagnosed condition and for progress toward treatment goals;
Family counseling services for which the primary purpose is the treatment of the patient&rsquo;s condition;
Patient training and education, to the extent the training and educational activities are closely and clearly related to the individuals care and treatment of his/her diagnosed psychiatric condition; and
Medically necessary diagnostic services related to mental health treatment.

LimitationsNoncovered Services-Benefit category Denials&nbsp;

Day care programs, which provide primarily social, recreational, or diversionary activities, custodial or respite care
Programs attempting to maintain psychiatric wellness, where there is no risk of relapse or hospitalization, e.g., day care programs for the chronically mentally ill
Patients who are otherwise psychiatrically stable or require medication management only

Noncovered Services-Coverage Denials&nbsp;

Services to hospital inpatients
Meals, self-administered medications, transportation
Vocational training

&nbsp;Noncovered-Reasonable and Necessary Denials&nbsp;

Patients who cannot, or refuse, to participate (due to their behavioral or cognitive status) with active treatment of their mental disorder (except for a brief admission necessary for diagnostic purposes), or who cannot tolerate the intensity of a PHP
Treatment of chronic conditions without acute exacerbation of symptoms that place the individual at risk of relapse or hospitalization
 "
37638,"Health and Behavior Assessment/Intervention The Health and Behavioral Assessment, Initial&nbsp;and Reassessment, and Intervention services&nbsp;may be considered reasonable and necessary for the patient who meets all of the following criteria:

The patient has an underlying physical illness or injury, and 
There are indications that biopsychosocial factors may be significantly affecting the treatment or medical management of an illness or an injury, and 
The patient is alert, oriented and has the capacity to understand and to respond meaningfully during the face-to-face encounter, and 
The patient has a documented need for psychological evaluation or intervention to successfully manage his/her physical illness, and activities of daily living (ADLs), and 
The assessment is not duplicative of other provider assessments.

In addition, for a reassessment to be considered reasonable and necessary, there must be documentation that there has been a sufficient change in the mental or medical status warranting re-evaluation of the patient's capacity to understand and cooperate with the medical interventions necessary to their health and well-being.
Health and Behavioral Intervention with the family and patient present&nbsp;is considered reasonable and necessary for the patient if the family representative directly participates in the overall care of the patient.
 Limitations
Health and Behavioral Assessment/Intervention will not be considered reasonable and necessary for the patient who:

Does not have an underlying physical illness or injury, or
For whom there is no documented indication that a biopsychosocial factor may be significantly affecting the treatment, or medical management of an illness or injury (i.e., screening medical patient for psychological problems), or
Does not have the capacity to understand and to respond meaningfully during the face-to-face encounter, because of:

- Dementia that has produced a severe enough cognitive defect for the psychological intervention to be ineffective
- Delirium
- Severe and profound mental retardation
- Persistent vegetative state/no discernible consciousness
- Impaired mental status such as disorientation to person, time, place, purpose; inability to recall current season, location of own room, names and faces; inability to recall being in a nursing home or skilled nursing facility; or&nbsp;does not require psychological support to successfully manage their physical illness through identification of the barriers to the management of physical disease and ADLs.
Examples of Health and Behavioral Intervention services that are not covered and are not considered reasonable and necessary include:

To provide family psychotherapy or mediation
To maintain the patient's or family's existing health and overall well-being
To provide personal, social, recreational, and general support services. Although such services may be valuable adjuncts to care, they are not medically necessary psychological interventions.
Individual social activities
Teaching social interaction skills
Socialization in a group setting
Vocational or religious advice
Tobacco or caffeine withdrawal support
Teaching the patient simple self-care
Weight loss management
Maintenance of behavioral logs
 "
37641,"Continuous Peripheral Nerve Blocks (CPNB) This Local Coverage Determination (LCD) specifically addresses continuous paravertebral, interscalene, supraclavicular, infraclavicular, interscalene brachial plexus, axillary, femoral, lumbar plexus, sciatic, and popliteal (sciatic) nerve blocks. Background Out of necessity, multiple continuous peripheral nerve blocks (CPNB) were administered in Operation Iraqi Freedom in 2003. Real-time imaging (portable ultrasound) and peripheral nerve stimulation (PNS)&nbsp;have revolutionized the practice of CPNB anesthesia by providing objective evidence of needle proximity to targeted nerves. In the majority of peripheral nerve blocks&nbsp;(PNB), stimulation of nerves at a current of 0.5 mA or less suggests accurate needle placement for injection of local anesthetic. Differential blockade to achieve pain and temperature block while minimizing motor block can be achieved by using levorotatory enantiomers of local anesthetics and delivering specific concentrations to the nerve. A variety of anesthesia textbooks publish maximum recommended dosages for local anesthetics in an attempt to prevent high dose injections leading to toxicity. Because local anesthetic toxicity is related more to intravascular injection than to total dose, some physicians have suggested maximum dose recommendations are irrelevant. It is reasonable to assume that intravascular injections will occur, and practitioners of regional anesthesia should select techniques designed to minimize their occurrence.This LCD addresses the use of these blocks in the definition and treatment of pain and conditions primarily treated with nerve blockade, such as complex regional pain syndrome (CRPS)&nbsp;and certain hyperhidroses. Pain is defined as an unpleasant sensory and emotional experience associated with actual or potential tissue damage. Pain is chronic when it has been present, continuously or intermittently, despite therapy for&nbsp;3 months or more. CPNB involves the percutaneous insertion of a catheter directly adjacent to a peripheral nerve. The catheter is then infused with local anesthetic resulting in potent, site-specific analgesia that lasts well beyond the normal duration of a single injection nerve block. Longer-lasting or permanent blockade may be induced with the injection of neurolytic agents and/or application of thermal (not pulsed) radiofrequency.Prior to blockade, all patients with pain complaints require an evaluation that includes an assessment of the source of the pain and treatment of any underlying pathology. Evaluation must be documented in the patient&rsquo;s records. In addition, those patients who do not respond to injections or otherwise continue with persistent or poorly responsive pain should be referred for a multi-disciplinary comprehensive evaluation. IndicationsCPNB may be performed for several reasons and may be covered for the following purposes:

Therapeutic - to treat painful conditions or hyperhidroses that respond to nerve blocks
Prognostic - to predict the outcome of long-lasting interventions (e.g., neurolysis, rhizotomy)

&nbsp;Limitations

CPNB is a physician (or other qualified practitioner) service.
There is no coverage of CPNB services and supplies &lsquo;incident to&rsquo; the professional services of a physician (or other qualified practitioner) in private practice.
CPNB should be performed with real-time ultrasound imaging and/or&nbsp;PNS to help prevent undesirable side effects such as muscle weakness.
In general, different types of nerve blocks should not be performed at the same setting as other blocks in the same body region. 
When not used as the primary mode of anesthesia, the medically reasonable and necessary placement of CPNB may be reimbursable. Examples:

A continuous femoral nerve block placed to provide postoperative analgesia for an anterior cruciate ligament repair or a total knee replacement could be reported separately from the surgical anesthesia.
For shoulder surgery performed under continuous interscalene brachial plexus block along with a general anesthetic as the primary anesthesia, the block would be separately reportable as long as it will be used for postoperative pain control.
A continuous brachial plexus block might also provide both the anesthesia and the postoperative pain control for an open reduction of a wrist fracture. Only the anesthesia code would be reported.


 "
37642,"Nerve Blocks and Electrostimulation for Peripheral Neuropathy  BackgroundNerve blocks, injections of local anesthetic solutions, cause the temporary interruption of conduction of impulses in peripheral nerves or nerve trunks.There are also early studies using electrostimulation with or without nerve blocks for treatment of multiple neuropathies or peripheral neuropathies caused by underlying systemic diseases. LimitationsThe use of nerve blocks with or without the use of electrostimulation, and the use of electrostimulation alone for the treatment of multiple neuropathies or peripheral neuropathies caused by underlying systemic diseases is not considered medically reasonable and necessary. Medical management using systemic medications is clinically indicated for the treatment of these conditions. At present, the literature and scientific evidence supporting the use of peripheral nerve blocks with or without the use of electrostimulation, and the use of electrostimulation alone for neuropathies or peripheral neuropathies caused by underlying systemic diseases, is insufficient to warrant coverage. These procedures are considered investigational and are not eligible for coverage for the treatment of neuropathies or peripheral neuropathies caused by underlying systemic diseases. "
37643,"Routine Foot Care  BackgroundGenerally, routine foot care is excluded from coverage. Services that normally are considered routine and not covered by Medicare include the following, regardless of the provider rendering the service:

Cutting or removal of corns and calluses;
Trimming, cutting, clipping or debridement of nails, including debridement of mycotic nails;
Shaving, paring, cutting or removal of keratoma, tyloma and heloma;
Non-definitive simple, palliative treatments like shaving or paring of plantar warts which do not require thermal or chemical cautery and curettage;
Other hygienic and preventive maintenance care in the realm of self care, such as cleaning and soaking the feet, the use of skin creams to maintain skin tone of either ambulatory or bedfast patients;
Any other service performed in the absence of localized illness, injury or symptoms involving the foot.

There are&nbsp;exceptions to routine foot care exclusions. This local coverage determination (LCD) outlines such exceptions. IndicationsRoutine foot care services are subject to national regulation, which provides definitions, indications and limitations for Medicare payment of routine foot care services.Exceptions to routine foot care exclusions include:

Routine foot care that is necessary and an integral part of an otherwise covered service;
Treatment of warts on foot;
The presence of systemic conditions, such as metabolic, neurologic, or peripheral vascular disease;
Mycotic nails:


In the presence of systemic conditions as noted above in #3.
In the absence of systemic conditions:

An ambulatory patient must have marked limitation of ambulation, pain or secondary infection resulting from the thickening and dystrophy of infected toenail plate.
A non-ambulatory patient suffers from pain or secondary infection resulting from the thickening and dystrophy of an infected toenail plate.



 Presumption of CoverageIn evaluating whether the routine services can be reimbursed, a presumption of coverage may be made where the evidence available discloses certain physical and/or clinical findings consistent with the diagnosis and indicative of severe peripheral involvement. For purposes of applying this presumption the following findings are pertinent:  Class A Findings 

Nontraumatic amputation of foot or integral skeletal portion thereof.

&nbsp;Class B Findings 

Absent posterior tibial pulse;
Advanced trophic changes as: hair growth (decrease or absence), nail changes (thickening), pigmentary changes (discoloration), skin texture (thin, shiny), skin color (rubor or redness) (three required) and;
Absent dorsalis pedis pulse.

&nbsp;Class C Findings

Claudication;
Temperature changes (e.g., cold feet);
Edema;
Paresthesias (abnormal spontaneous sensations in the feet) and;
Burning.

The presumption of coverage may be applied when the physician rendering the routine foot care has identified:

One&nbsp;Class A finding;
Two of the Class B findings; or
One Class B and two Class C findings.

Limitations
1.Covered exceptions to routine foot care services are considered medically necessary once (1) in 60 days.
2.The exclusion of foot care is determined by the nature of the service, regardless of the clinician who performs the service.
Loss of protective sensation (LOPS) is not the subject of this LCD. "
37644,"YAG Capsulotomy Neodymium-doped Yttrium Aluminum Garnet (YAG) laser capsulotomies are performed in cases of opacification of the posterior capsule, generally no less than 90 days following cataract extraction. YAG performed less than 90 days following cataract extraction should meet both the indications and limitations of this Local Coverage Determination (LCD). The percentage of patients having this procedure varies greatly among ophthalmologists. Diagnosis of functional visual impairment due to capsular opacification is based on clinical judgment regarding 1 or more of the following:

Visual loss and/or symptom of glare (visual acuity 20/30 or worse under Snellen conditions, using contrast sensitivity, or simulated glare testing);
Symptoms of decreased contrast;
Amount of posterior capsular opacification or;
Other possible causes of decreased vision following cataract surgery.

Limitations This procedure will not be covered within 3 months post cataract surgery unless justified by 1 of the following indications:

Posterior capsular plaque/opacity which cannot be safely removed during primary phacoemulsification cataract procedure
Capsular block during which cataract remnants and fluid become trapped within the lens capsule and addressed with YAG laser posterior capsulotomy
Contraction of the posterior capsule with displacement of the intraocular lens.
 "
